"rel_week","beta","se","ci_lo","ci_hi"
-16,-0.00208395029239556,0.00135258299402905,-0.0048049962996657,0.000637095714874593
-15,-0.00173970869587821,0.000823252743234298,-0.00339587959248182,-8.35377992746053e-05
-14,-0.000225671470978151,0.000992397769986627,-0.00222211827059532,0.00177077532863902
-13,-0.00134591357421022,0.000897449779801262,-0.00315134965527427,0.000459522506853839
-12,-0.00120280610846388,0.000965427633327653,-0.00314499599150337,0.0007393837745756
-11,-0.00158247801530778,0.00116359348480034,-0.00392332617019262,0.00075837013957706
-10,1.30777250538386e-05,0.00140333930654145,-0.00281007681242504,0.00283623226253271
-9,-0.000902902840096838,0.000936338759863506,-0.00278657345788974,0.000980767777696064
-8,9.74937134546432e-05,0.00120160206456993,-0.00231981784122201,0.00251480526813129
-7,-0.00239675076233099,0.000864793611167729,-0.00413649110593177,-0.000657010418730198
-6,-0.00150283091364712,0.000993367967672057,-0.0035012294992544,0.000495567671960155
-5,-0.00204458737983622,0.00092395932585698,-0.00390335378870115,-0.000185820970971292
-4,-0.00154121734574296,0.00100027470231209,-0.00355351048924318,0.000471075797757259
-3,-0.00283244136547115,0.000968959846233712,-0.00478173714431688,-0.000883145586625432
-2,-0.00186177473800339,0.000774008074344403,-0.00341887813911598,-0.00030467133689079
-1,0,NA,0,0
0,-0.000252652902131784,0.000970761974229143,-0.00220557409487684,0.00170026829061327
1,-0.00220224546784018,0.00128045288946672,-0.00477818442150273,0.000373693485822366
2,-0.00194552466555887,0.00139489752279469,-0.00475169652466623,0.000860647193548499
3,-0.00449896004498679,0.000895329747248551,-0.00630013117067413,-0.00269778891929945
4,-0.0019797695792016,0.00112290068805419,-0.00423875438625525,0.000279215227852055
5,-0.00289583745650406,0.00132205770896081,-0.00555547451110928,-0.00023620040189885
6,-6.23544320269239e-05,0.00151788837114736,-0.00311595196358335,0.00299124309952951
7,-0.0018105327953608,0.00142658107327311,-0.0046804437365844,0.0010593781458628
8,-0.000789970455653133,0.0013147718813645,-0.00343495031570681,0.00185500940440054
