metric,value
total_sessions,31015131.0
total_devices,24697.0
xxx_sessions,350035.0
xxx_devices,11283.0
xxx_session_share,0.011285942980540692
xxx_device_share,0.45685710815078756
xxx_sessions_per_xxx_device,31.02322077461668
