total_day_machine_obs,p25,median,p75,p90,p99,max,count_over_24h,pct_over_24h
3251117,1.3166666666666667,11.866666666666667,41.233333333333334,95.23333333333333,340.0306666666642,1441.4,100,0.0030758659254650016
