website,CHATURBATE.COM,PORNHUB.COM,XVIDEOS.COM,XHAMSTER.COM,XNXX.COM,share_of_all_machines
CHATURBATE.COM,100.0,64.93144815766924,46.01006855184233,31.608826049700085,29.048843187660665,6.789966326538035
PORNHUB.COM,58.57570779785487,100.0,42.163494057396846,26.77070248333172,25.60150739201855,7.526709673665607
XVIDEOS.COM,62.21304946049677,63.19791440364979,100.0,35.592729379390256,38.989065102469404,5.021564106853241
XHAMSTER.COM,75.90996784565917,71.26688102893891,63.21543408360129,100.0,44.360128617363344,2.8273344145690453
XNXX.COM,63.70683579985905,62.23866572703783,63.23702137655626,40.50974864928353,100.0,3.0960675505647397
