pages,period,count,share
57.0,pre,154,0.0002507453160286501
58.0,pre,142,0.00023120671997446958
59.0,pre,158,0.0002572581813800436
60.0,pre,143,0.00023283493631231795
61.0,pre,125,0.00020352704223104714
62.0,pre,106,0.000172590931811928
63.0,pre,117,0.00019050131152826015
64.0,pre,107,0.00017421914814977636
65.0,pre,102,0.00016607806646053448
66.0,pre,98,0.00015956520110914097
67.0,pre,90,0.00014653947040635395
68.0,pre,71,0.00011560335998723479
69.0,pre,85,0.00013839838871711207
70.0,pre,88,0.00014328303773065718
71.0,pre,74,0.00012048800900077991
72.0,pre,76,0.00012374444167647668
73.0,pre,55,8.955189858166075e-05
74.0,pre,58,9.443654759520588e-05
75.0,pre,58,9.443654759520588e-05
76.0,pre,55,8.955189858166075e-05
77.0,pre,67,0.00010909049463584128
78.0,pre,42,6.838508618963184e-05
79.0,pre,68,0.00011071871097368965
80.0,pre,56,9.118011491950912e-05
81.0,pre,65,0.00010583406196014452
82.0,pre,54,8.792368224381237e-05
83.0,pre,41,6.675686985178347e-05
84.0,pre,43,7.001330252748022e-05
85.0,pre,37,6.024400450038996e-05
86.0,pre,40,6.51286535139351e-05
87.0,pre,37,6.024400450038996e-05
88.0,pre,29,4.721827379760294e-05
89.0,pre,28,4.559005745975456e-05
90.0,pre,23,3.7448975770512674e-05
91.0,pre,38,6.187222083823834e-05
92.0,pre,28,4.559005745975456e-05
93.0,pre,26,4.2333624784057806e-05
94.0,pre,35,5.69875718246932e-05
95.0,pre,19,3.093611041911917e-05
96.0,pre,30,4.8846490135451315e-05
97.0,pre,27,4.396184112190618e-05
98.0,pre,27,4.396184112190618e-05
99.0,pre,30,4.8846490135451315e-05
100.0,pre,22,3.5820759432664296e-05
101.0,pre,28,4.559005745975456e-05
102.0,pre,21,3.419254309481592e-05
103.0,pre,26,4.2333624784057806e-05
104.0,pre,21,3.419254309481592e-05
105.0,pre,19,3.093611041911917e-05
106.0,pre,18,2.930789408127079e-05
107.0,pre,18,2.930789408127079e-05
108.0,pre,19,3.093611041911917e-05
109.0,pre,14,2.279502872987728e-05
110.0,pre,15,2.4423245067725658e-05
111.0,pre,17,2.7679677743422412e-05
112.0,pre,23,3.7448975770512674e-05
113.0,pre,15,2.4423245067725658e-05
114.0,pre,11,1.7910379716332148e-05
115.0,pre,15,2.4423245067725658e-05
116.0,pre,14,2.279502872987728e-05
117.0,pre,19,3.093611041911917e-05
118.0,pre,13,2.1166812392028903e-05
119.0,pre,10,1.6282163378483774e-05
120.0,pre,9,1.4653947040635395e-05
121.0,pre,13,2.1166812392028903e-05
122.0,pre,12,1.9538596054180525e-05
123.0,pre,7,1.139751436493864e-05
124.0,pre,7,1.139751436493864e-05
125.0,pre,15,2.4423245067725658e-05
126.0,pre,12,1.9538596054180525e-05
127.0,pre,10,1.6282163378483774e-05
128.0,pre,7,1.139751436493864e-05
129.0,pre,8,1.3025730702787018e-05
130.0,pre,11,1.7910379716332148e-05
131.0,pre,9,1.4653947040635395e-05
132.0,pre,15,2.4423245067725658e-05
133.0,pre,12,1.9538596054180525e-05
134.0,pre,7,1.139751436493864e-05
135.0,pre,15,2.4423245067725658e-05
136.0,pre,8,1.3025730702787018e-05
137.0,pre,4,6.512865351393509e-06
138.0,pre,6,9.769298027090263e-06
139.0,pre,5,8.141081689241887e-06
140.0,pre,6,9.769298027090263e-06
141.0,pre,6,9.769298027090263e-06
142.0,pre,3,4.884649013545131e-06
143.0,pre,8,1.3025730702787018e-05
144.0,pre,8,1.3025730702787018e-05
145.0,pre,5,8.141081689241887e-06
146.0,pre,7,1.139751436493864e-05
147.0,pre,4,6.512865351393509e-06
148.0,pre,9,1.4653947040635395e-05
149.0,pre,7,1.139751436493864e-05
150.0,pre,6,9.769298027090263e-06
151.0,pre,7,1.139751436493864e-05
152.0,pre,5,8.141081689241887e-06
153.0,pre,8,1.3025730702787018e-05
154.0,pre,8,1.3025730702787018e-05
155.0,pre,9,1.4653947040635395e-05
156.0,pre,3,4.884649013545131e-06
157.0,pre,6,9.769298027090263e-06
158.0,pre,8,1.3025730702787018e-05
159.0,pre,4,6.512865351393509e-06
160.0,pre,2,3.2564326756967544e-06
161.0,pre,5,8.141081689241887e-06
162.0,pre,5,8.141081689241887e-06
163.0,pre,3,4.884649013545131e-06
164.0,pre,6,9.769298027090263e-06
165.0,pre,3,4.884649013545131e-06
166.0,pre,5,8.141081689241887e-06
167.0,pre,4,6.512865351393509e-06
168.0,pre,5,8.141081689241887e-06
169.0,pre,3,4.884649013545131e-06
170.0,pre,2,3.2564326756967544e-06
171.0,pre,8,1.3025730702787018e-05
