"rel_week","beta","se","ci_lo","ci_hi"
-16,-0.111405290173475,0.0791155550177794,-0.270565257468958,0.0477546771220083
-15,0.0781374452491555,0.095580153685316,-0.114145022228112,0.270419912726423
-14,-0.0531983453310686,0.0968885277460103,-0.248112921913348,0.141716231251211
-13,0.0142623235331118,0.0764847330787114,-0.139605112683139,0.168129759749363
-12,-0.00577185238745118,0.0975521574493732,-0.2020214797301,0.190477774955198
-11,-0.00674833123795976,0.0837272539585213,-0.175185840129658,0.161689177653738
-10,-0.0405428805467198,0.09336708663466,-0.228373231378582,0.147287470285143
-9,-0.00527375934535051,0.10776164950318,-0.222062235477245,0.211514716786544
-8,0.0395811366084677,0.0998809055167618,-0.161353327567617,0.240515600784552
-7,0.0548446081588265,0.112431303510131,-0.171338000123952,0.281027216441605
-6,-0.0185582738544177,0.100603663440595,-0.220946739427497,0.183830191718662
-5,0.00455777159249252,0.0816667067398233,-0.159734450978898,0.168849994163883
-4,-0.0483544805456789,0.109677950744002,-0.268998057520245,0.172289096428887
-3,-0.00302574382678156,0.0900408966172854,-0.184164663444328,0.178113175790765
-2,0.0285616900627215,0.0702432727129882,-0.112749547470965,0.169872927596408
-1,0,NA,0,0
0,-0.0812563101949284,0.0850105545611127,-0.252275486900154,0.0897628665102967
1,-0.0588151618641403,0.106150778549017,-0.272362983635154,0.154732659906874
2,-0.0979909259617359,0.0762910391513284,-0.251468700257007,0.0554868483335351
3,-0.000739621124484197,0.0643421975716429,-0.130179426721763,0.128700184472795
4,0.0142143465317955,0.0687745740890392,-0.124142250477634,0.152570943541225
5,0.0017852214405073,0.0828908617188838,-0.164969683297343,0.168540126178358
6,-0.132781222499332,0.0770186653827475,-0.287722791963201,0.0221603469645373
7,-0.120735965306713,0.0999933316552694,-0.321896601700435,0.0804246710870099
8,-0.0111056039924245,0.0776253796585183,-0.16726772514512,0.145056517160271
